Year,Month,Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member,Location
2020,september,Parc Jean-Drapeau (Chemin Macdonald),45.5128006,-73.5311159,Parc Jean-Drapeau (Chemin Macdonald),45.5128006,-73.5311159,390,1910.789744,28.97435897,Montreal
2020,september,Crescent / de Maisonneuve,45.4981116,-73.5776154,Crescent / de Maisonneuve,45.4981116,-73.5776154,365,1016.180822,90.1369863,Montreal
2020,september,de la Commune / Place Jacques-Cartier,45.5076101,-73.551836,de la Commune / Place Jacques-Cartier,45.5076101,-73.551836,284,1544.626761,16.90140845,Montreal
2020,september,de la Commune / St-Sulpice,45.5042425,-73.5534695,de la Commune / St-Sulpice,45.5042425,-73.5534695,213,1934.924883,25.35211268,Montreal
2020,september,Métro Laurier (Rivard / Laurier),45.5276163,-73.5891147,Marquette / Laurier,45.53543,-73.5822,191,323.9895288,94.76439791,Montreal
2020,september,Marquette / Laurier,45.53543,-73.5822,Métro Laurier (Rivard / Laurier),45.5276163,-73.5891147,183,356.6448087,89.61748634,Montreal
2020,september,Métro Joliette  (Joliette / Hochelaga),45.5469072,-73.5515571,Aylwin / Ontario,45.5443031,-73.5454725,174,238.2068966,98.27586207,Montreal
2020,september,Rosemont / Viau,45.5683302,-73.5666633,Rosemont / Viau,45.5683302,-73.5666633,162,1428.858025,42.59259259,Montreal
2020,september,Métro Joliette  (Joliette / Hochelaga),45.5469072,-73.5515571,Valois / Ontario,45.5470481,-73.5434461,161,277.8509317,95.0310559,Montreal
2020,september,Parc Jean-Drapeau (Chemin Macdonald),45.5128006,-73.5311159,Parc Plage,45.5026587,-73.5275352,146,1315.164384,35.61643836,Montreal
2020,september,Parc Père-Marquette (Chambord / Rosemont),45.5370878,-73.5932185,Métro Rosemont (de St-Vallier / Rosemont),45.5319549,-73.5981604,145,303.2206897,97.24137931,Montreal
2020,september,Métro Verdun (Willibrord / de Verdun),45.4594877,-73.5720921,Argyle / de Verdun,45.4530158,-73.571915,143,229.1468531,90.90909091,Montreal
2020,september,Argyle / de Verdun,45.4530158,-73.571915,Métro Verdun (Willibrord / de Verdun),45.4594877,-73.5720921,142,244.3169014,97.88732394,Montreal
