Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member
Louis-Hémon / Villeray,45.537087799999995,-73.5932185,Louis-Hémon / Villeray,45.537087799999995,-73.5932185,25.0,1992.56,64.0
Basile-Routhier / Chabanel,45.537087799999995,-73.5932185,Basile-Routhier / Chabanel,45.537087799999995,-73.5932185,25.0,2473.4,76.0
St-Joseph / 8e avenue Lachine,45.537087799999995,-73.5932185,St-Joseph / 34e avenue Lachine,45.537087799999995,-73.5932185,25.0,1420.72,60.0
Bibliothèque du Boisé (Thimens / Todd),45.537087799999995,-73.5932185,Bibliothèque du Boisé (Thimens / Todd),45.537087799999995,-73.5932185,25.0,1680.64,72.0
St-Hubert / Duluth,45.537087799999995,-73.5932185,Duluth / St-Laurent,45.537087799999995,-73.5932185,24.0,216.33333333333334,100.0
de Bullion / St-Joseph,45.537087799999995,-73.5932185,du Mont-Royal / Clark,45.537087799999995,-73.5932185,24.0,248.625,100.0
Duluth / de l'Esplanade,45.537087799999995,-73.5932185,McLynn / Plamondon,45.537087799999995,-73.5932185,24.0,1715.4166666666667,100.0
Montcalm / Ontario,45.537087799999995,-73.5932185,Montcalm / de Maisonneuve,45.537087799999995,-73.5932185,24.0,413.0416666666667,100.0
St-Viateur / St-Laurent,45.537087799999995,-73.5932185,Casgrain / Mozart,45.537087799999995,-73.5932185,23.0,392.39130434782606,95.65217391304348
LaSalle / Crawford,45.537087799999995,-73.5932185,LaSalle / Crawford,45.537087799999995,-73.5932185,23.0,1983.5652173913043,52.17391304347826
Métro Henri-Bourassa (Henri-Bourassa / Millen),45.537087799999995,-73.5932185,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.537087799999995,-73.5932185,23.0,2299.2608695652175,65.21739130434783
Thimens / Alexis-Nihon,45.537087799999995,-73.5932185,Thimens / Alexis-Nihon,45.537087799999995,-73.5932185,23.0,1805.7826086956522,13.043478260869565
Métro Charlevoix (Centre / Charlevoix),45.537087799999995,-73.5932185,Ryde / Charlevoix,45.537087799999995,-73.5932185,23.0,145.2173913043478,100.0
de la Commune / St-Sulpice,45.537087799999995,-73.5932185,Normand / Marguerite-d’Youville,45.537087799999995,-73.5932185,22.0,1168.909090909091,50.0
St-Nicolas / Place d'Youville,45.537087799999995,-73.5932185,St-Nicolas / Place d'Youville,45.537087799999995,-73.5932185,22.0,2249.090909090909,54.54545454545454
des Bassins / du Séminaire,45.537087799999995,-73.5932185,Métro Champ-de-Mars (Viger / Sanguinet),45.537087799999995,-73.5932185,22.0,881.2272727272727,100.0
Joseph-Manseau / René-Lévesque,45.537087799999995,-73.5932185,Joseph-Manseau / René-Lévesque,45.537087799999995,-73.5932185,22.0,1438.2272727272727,81.81818181818183
St-André / Ste-Catherine,45.537087799999995,-73.5932185,Métro Papineau (Cartier / Ste-Catherine),45.537087799999995,-73.5932185,22.0,497.59090909090907,90.9090909090909
Chabanel / de l'Esplanade,45.537087799999995,-73.5932185,Chabanel / de l'Esplanade,45.537087799999995,-73.5932185,22.0,1391.1818181818182,95.45454545454545
Métro Vendôme (de Marlowe / de Maisonneuve),45.537087799999995,-73.5932185,Métro Vendôme (de Marlowe / de Maisonneuve),45.537087799999995,-73.5932185,21.0,1130.1904761904761,80.95238095238095
Montcalm / de Maisonneuve,45.537087799999995,-73.5932185,Montcalm / de Maisonneuve,45.537087799999995,-73.5932185,21.0,2109.809523809524,71.42857142857143
Parc Jeanne Mance (monument sir George-Etienne Cartier),45.537087799999995,-73.5932185,Parc Jeanne Mance (monument sir George-Etienne Cartier),45.537087799999995,-73.5932185,21.0,2573.5714285714284,100.0
du Mont-Royal / Clark,45.537087799999995,-73.5932185,de Bullion / St-Joseph,45.537087799999995,-73.5932185,21.0,280.1904761904762,100.0
Ryde / Charlevoix,45.537087799999995,-73.5932185,Métro Lionel-Groulx,45.537087799999995,-73.5932185,21.0,426.95238095238096,100.0
de Monkland / Girouard,45.537087799999995,-73.5932185,Benny / de Monkland,45.537087799999995,-73.5932185,21.0,397.6190476190476,95.23809523809523
Grand Boulevard / Sherbrooke,45.537087799999995,-73.5932185,Grand Boulevard / Sherbrooke,45.537087799999995,-73.5932185,21.0,2024.6190476190477,38.095238095238095
Richardson / de Montmorency,45.537087799999995,-73.5932185,Richardson / de Montmorency,45.537087799999995,-73.5932185,21.0,1026.5714285714287,85.71428571428571
Earnscliffe / Queen-Mary,45.537087799999995,-73.5932185,Earnscliffe / Queen-Mary,45.537087799999995,-73.5932185,21.0,2184.285714285714,61.904761904761905
Métro Angrignon (Lamont /  des Trinitaires),45.537087799999995,-73.5932185,Métro Angrignon (Lamont /  des Trinitaires),45.537087799999995,-73.5932185,21.0,2148.2380952380954,33.33333333333333
de la Commune / Berri,45.537087799999995,-73.5932185,Normand / Marguerite-d’Youville,45.537087799999995,-73.5932185,20.0,1565.65,50.0
des Ormeaux / Notre-Dame,45.537087799999995,-73.5932185,Notre-Dame / Liébert,45.537087799999995,-73.5932185,20.0,883.25,60.0
de la Commune / St-Sulpice,45.537087799999995,-73.5932185,Marché Atwater,45.537087799999995,-73.5932185,20.0,1360.4,55.00000000000001
Wolfe / René-Lévesque,45.537087799999995,-73.5932185,Normand / Marguerite-d’Youville,45.537087799999995,-73.5932185,20.0,953.45,65.0
de l'Esplanade / Fairmount,45.537087799999995,-73.5932185,de l'Esplanade / Fairmount,45.537087799999995,-73.5932185,20.0,1435.45,40.0
U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.537087799999995,-73.5932185,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.537087799999995,-73.5932185,20.0,2150.15,30.0
Berlioz / de l'Île des Soeurs,45.537087799999995,-73.5932185,Berlioz / de l'Île des Soeurs,45.537087799999995,-73.5932185,20.0,2564.4,35.0
Parc du Pélican (2e avenue / St-Joseph),45.537087799999995,-73.5932185,Chapleau / du Mont-Royal,45.537087799999995,-73.5932185,20.0,207.5,100.0
Marie-Anne / St-Hubert,45.537087799999995,-73.5932185,Marie-Anne / St-Hubert,45.537087799999995,-73.5932185,20.0,1262.45,95.0
Cartier / Masson,45.537087799999995,-73.5932185,Chabot / du Mont-Royal,45.537087799999995,-73.5932185,20.0,372.05,95.0
Notre-Dame-de-Grâce / Westmount,45.537087799999995,-73.5932185,Notre-Dame-de-Grâce / Westmount,45.537087799999995,-73.5932185,20.0,1601.05,70.0
Métro Champ-de-Mars (Viger / Sanguinet),45.537087799999995,-73.5932185,des Bassins / du Séminaire,45.537087799999995,-73.5932185,19.0,934.578947368421,100.0
de la Commune / St-Sulpice,45.537087799999995,-73.5932185,de la Commune / Place Jacques-Cartier,45.537087799999995,-73.5932185,19.0,1697.3684210526317,31.57894736842105
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),45.537087799999995,-73.5932185,Notre-Dame / de la Montagne,45.537087799999995,-73.5932185,19.0,279.05263157894734,78.94736842105263
Métro Laurier (Rivard / Laurier),45.537087799999995,-73.5932185,Métro Laurier (Rivard / Laurier),45.537087799999995,-73.5932185,19.0,887.7368421052631,94.73684210526315
Gauthier / Papineau,45.537087799999995,-73.5932185,Gauthier / Papineau,45.537087799999995,-73.5932185,19.0,924.1578947368421,73.68421052631578
d'Orléans / Masson,45.537087799999995,-73.5932185,d'Orléans / Masson,45.537087799999995,-73.5932185,19.0,1669.578947368421,63.1578947368421
Duvernay / Charlevoix,45.537087799999995,-73.5932185,Duvernay / Charlevoix,45.537087799999995,-73.5932185,19.0,1496.5263157894738,26.31578947368421
LaSalle / 90e avenue,45.537087799999995,-73.5932185,LaSalle / 90e avenue,45.537087799999995,-73.5932185,19.0,3634.684210526316,26.31578947368421
Métro Cadillac (de Cadillac / Sherbrooke),45.537087799999995,-73.5932185,Métro Cadillac (de Cadillac / Sherbrooke),45.537087799999995,-73.5932185,19.0,2054.5263157894738,57.89473684210527
Ball / Querbes,45.537087799999995,-73.5932185,Ball / Querbes,45.537087799999995,-73.5932185,19.0,1668.842105263158,36.84210526315789
Panet / Ste-Catherine,45.537087799999995,-73.5932185,Poupart / Ste-Catherine,45.537087799999995,-73.5932185,19.0,444.57894736842104,100.0
St-André / St-Antoine,45.537087799999995,-73.5932185,St-André / St-Antoine,45.537087799999995,-73.5932185,18.0,1947.6666666666667,94.44444444444444
St-Denis / René-Lévesque,45.537087799999995,-73.5932185,St-Denis / René-Lévesque,45.537087799999995,-73.5932185,18.0,1068.7777777777778,83.33333333333334
des Ormeaux / Notre-Dame,45.537087799999995,-73.5932185,des Ormeaux / Notre-Dame,45.537087799999995,-73.5932185,18.0,1608.611111111111,66.66666666666666
Square Victoria (Viger / du Square-Victoria),45.537087799999995,-73.5932185,Square Victoria (Viger / du Square-Victoria),45.537087799999995,-73.5932185,18.0,2580.5,16.666666666666664
Chomedey / de Maisonneuve,45.537087799999995,-73.5932185,Chomedey / de Maisonneuve,45.537087799999995,-73.5932185,18.0,2650.8888888888887,50.0
Lincoln / du Fort,45.537087799999995,-73.5932185,de Maisonneuve / Greene,45.537087799999995,-73.5932185,18.0,319.6666666666667,88.88888888888889
Montcalm / de Maisonneuve,45.537087799999995,-73.5932185,Montcalm / Ontario,45.537087799999995,-73.5932185,18.0,441.27777777777777,94.44444444444444
Roy / St-Denis,45.537087799999995,-73.5932185,Roy / St-Denis,45.537087799999995,-73.5932185,18.0,1106.7777777777778,83.33333333333334
Métro Atwater (Atwater / Ste-Catherine),45.537087799999995,-73.5932185,Melville / de Maisonneuve,45.537087799999995,-73.5932185,18.0,1050.9444444444443,61.111111111111114
Parc Père-Marquette (Chambord / Rosemont),45.537087799999995,-73.5932185,Parc Père-Marquette (Chambord / Rosemont),45.537087799999995,-73.5932185,18.0,1008.8888888888889,50.0
