Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member
Métro Atwater (Atwater / Ste-Catherine),45.47393029999999,-73.60473449999999,Métro Vendôme (de Marlowe / de Maisonneuve),45.4774286,-73.6001694,81.0,768.0987654320987,95.06172839506173
Métro Verdun (Willibrord / de Verdun),45.47393029999999,-73.60473449999999,Argyle / de Verdun,45.4774286,-73.6001694,81.0,234.85185185185185,95.06172839506173
Pontiac / Gilford,45.47393029999999,-73.60473449999999,Gilford / de Brébeuf,45.4774286,-73.6001694,80.0,197.175,100.0
Métro Préfontaine (Moreau / Hochelaga),45.47393029999999,-73.60473449999999,Dézéry / Ontario,45.4774286,-73.6001694,80.0,237.3375,95.0
Léa-Roback / Sir-Georges-Etienne-Cartier,45.47393029999999,-73.60473449999999,Léa-Roback / Sir-Georges-Etienne-Cartier,45.4774286,-73.6001694,79.0,2298.8607594936707,53.16455696202531
des Bassins / du Séminaire,45.47393029999999,-73.60473449999999,Marché Atwater,45.4774286,-73.6001694,78.0,806.2051282051282,70.51282051282051
Marquette / du Mont-Royal,45.47393029999999,-73.60473449999999,Resther / du Mont-Royal,45.4774286,-73.6001694,78.0,355.14102564102564,94.87179487179486
Métro Mont-Royal (Rivard / du Mont-Royal),45.47393029999999,-73.60473449999999,Garnier / du Mont-Royal,45.4774286,-73.6001694,78.0,406.6794871794872,92.3076923076923
Valois / Ontario,45.47393029999999,-73.60473449999999,Métro Joliette  (Joliette / Hochelaga),45.4774286,-73.6001694,78.0,265.9230769230769,98.71794871794873
Parc Kent (de Kent / Hudson),45.47393029999999,-73.60473449999999,de Kent / de la Côte-des-Neiges,45.4774286,-73.6001694,77.0,674.038961038961,90.9090909090909
Métro Atwater (Atwater / Ste-Catherine),45.47393029999999,-73.60473449999999,Métro Atwater (Atwater / Ste-Catherine),45.4774286,-73.6001694,76.0,1002.6315789473684,94.73684210526315
Métro Guy-Concordia (Guy / St-Catherine),45.47393029999999,-73.60473449999999,Guy / Notre-Dame,45.4774286,-73.6001694,76.0,339.63157894736844,92.10526315789474
de Brébeuf / du Mont-Royal,45.47393029999999,-73.60473449999999,Resther / du Mont-Royal,45.4774286,-73.6001694,75.0,234.57333333333332,97.33333333333334
Métro Mont-Royal (Rivard / du Mont-Royal),45.47393029999999,-73.60473449999999,Métro Mont-Royal (Rivard / du Mont-Royal),45.4774286,-73.6001694,75.0,1179.3466666666666,89.33333333333333
Marquette / Villeray,45.47393029999999,-73.60473449999999,Marquette / Jean-Talon,45.4774286,-73.6001694,75.0,223.02666666666667,98.66666666666667
Regina / de Verdun,45.47393029999999,-73.60473449999999,Hickson / Wellington,45.4774286,-73.6001694,74.0,236.40540540540542,97.2972972972973
St-Joseph / 34e avenue Lachine,45.47393029999999,-73.60473449999999,St-Joseph / 8e avenue Lachine,45.4774286,-73.6001694,74.0,1277.5675675675675,52.702702702702695
Métro Villa-Maria (de Monkland / Décarie),45.47393029999999,-73.60473449999999,de Hampton / de Monkland,45.4774286,-73.6001694,73.0,292.1506849315069,97.26027397260275
Aylwin / Ontario,45.47393029999999,-73.60473449999999,Métro Joliette  (Joliette / Hochelaga),45.4774286,-73.6001694,71.0,196.14084507042253,98.59154929577466
Parc Père-Marquette (Chambord / Rosemont),45.47393029999999,-73.60473449999999,Métro Rosemont (de St-Vallier / Rosemont),45.4774286,-73.6001694,70.0,268.62857142857143,97.14285714285714
Argyle / de Verdun,45.47393029999999,-73.60473449999999,Métro Verdun (Willibrord / de Verdun),45.4774286,-73.6001694,70.0,206.67142857142858,91.42857142857143
Garnier / du Mont-Royal,45.47393029999999,-73.60473449999999,Métro Mont-Royal (Rivard / du Mont-Royal),45.4774286,-73.6001694,69.0,348.536231884058,94.20289855072464
Roy / St-Laurent,45.47393029999999,-73.60473449999999,Roy / St-Denis,45.4774286,-73.6001694,69.0,233.768115942029,98.55072463768117
Hamilton / Jolicoeur,45.47393029999999,-73.60473449999999,Métro Monk (Allard / Beaulieu),45.4774286,-73.6001694,69.0,207.6086956521739,94.20289855072464
Marquette / Jean-Talon,45.47393029999999,-73.60473449999999,Marquette / Villeray,45.4774286,-73.6001694,69.0,215.66666666666666,94.20289855072464
Dorion / Ontario,45.47393029999999,-73.60473449999999,Métro Papineau (Cartier / Ste-Catherine),45.4774286,-73.6001694,68.0,329.8970588235294,97.05882352941177
de la Côte St-Paul / St-Ambroise,45.47393029999999,-73.60473449999999,St-Philippe / St-Jacques,45.4774286,-73.6001694,68.0,479.3382352941176,91.17647058823529
de Kent / de la Côte-des-Neiges,45.47393029999999,-73.60473449999999,Parc Kent (de Kent / Hudson),45.4774286,-73.6001694,67.0,775.2985074626865,91.04477611940298
Bourgeoys / Favard,45.47393029999999,-73.60473449999999,Métro Charlevoix (Centre / Charlevoix),45.4774286,-73.6001694,67.0,408.5223880597015,97.01492537313433
Hickson / Wellington,45.47393029999999,-73.60473449999999,Regina / de Verdun,45.4774286,-73.6001694,67.0,209.44776119402985,97.01492537313433
Chomedey / de Maisonneuve,45.47393029999999,-73.60473449999999,Métro Vendôme (de Marlowe / de Maisonneuve),45.4774286,-73.6001694,66.0,956.530303030303,80.3030303030303
Métro Mont-Royal (Rivard / du Mont-Royal),45.47393029999999,-73.60473449999999,Marquette / du Mont-Royal,45.4774286,-73.6001694,66.0,361.6515151515151,93.93939393939394
Duluth / St-Laurent,45.47393029999999,-73.60473449999999,St-Hubert / Duluth,45.4774286,-73.6001694,66.0,285.3030303030303,98.48484848484848
Ontario / Viau,45.47393029999999,-73.60473449999999,Métro Viau (Pierre-de-Coubertin / Viau),45.4774286,-73.6001694,66.0,306.469696969697,98.48484848484848
Poupart / Ste-Catherine,45.47393029999999,-73.60473449999999,Métro Papineau (Cartier / Ste-Catherine),45.4774286,-73.6001694,65.0,317.7076923076923,92.3076923076923
Métro de l'Église (Ross / de l'Église),45.47393029999999,-73.60473449999999,de l'Église / Bannantyne,45.4774286,-73.6001694,65.0,360.7076923076923,93.84615384615384
St-Mathieu / Ste-Catherine,45.47393029999999,-73.60473449999999,Joseph-Manseau / René-Lévesque,45.4774286,-73.6001694,64.0,174.21875,100.0
Prince-Arthur / du Parc,45.47393029999999,-73.60473449999999,Clark / Prince-Arthur,45.4774286,-73.6001694,64.0,229.625,89.0625
Chabot / de Bellechasse,45.47393029999999,-73.60473449999999,Métro Beaubien (de Chateaubriand / Beaubien),45.4774286,-73.6001694,64.0,414.40625,96.875
McLynn / Plamondon,45.47393029999999,-73.60473449999999,McLynn / Plamondon,45.4774286,-73.6001694,64.0,1824.5,78.125
St-André / Ste-Catherine,45.47393029999999,-73.60473449999999,Métro Papineau (Cartier / Ste-Catherine),45.4774286,-73.6001694,64.0,404.78125,100.0
Notre-Dame / Liébert,45.47393029999999,-73.60473449999999,Notre-Dame / Liébert,45.4774286,-73.6001694,64.0,1548.03125,57.8125
Métro Charlevoix (Centre / Charlevoix),45.47393029999999,-73.60473449999999,Ryde / Charlevoix,45.4774286,-73.6001694,64.0,173.046875,95.3125
Jeanne-Mance / Laurier,45.47393029999999,-73.60473449999999,Drolet / Laurier,45.4774286,-73.6001694,63.0,225.36507936507937,100.0
de Brébeuf / du Mont-Royal,45.47393029999999,-73.60473449999999,Laurier / de Brébeuf,45.4774286,-73.6001694,62.0,253.6290322580645,95.16129032258065
Métro Mont-Royal (Rivard / du Mont-Royal),45.47393029999999,-73.60473449999999,de Bordeaux / Marie-Anne,45.4774286,-73.6001694,62.0,498.38709677419354,98.38709677419355
Pontiac / Gilford,45.47393029999999,-73.60473449999999,Fullum / Gilford,45.4774286,-73.6001694,62.0,521.7741935483871,96.7741935483871
Louis-Hébert / Bélanger,45.47393029999999,-73.60473449999999,Louis-Hébert / Bélanger,45.4774286,-73.6001694,62.0,972.9032258064516,100.0
St-Dominique / Laurier,45.47393029999999,-73.60473449999999,Laurier / de Brébeuf,45.4774286,-73.6001694,62.0,407.9516129032258,82.25806451612904
St-Philippe / St-Jacques,45.47393029999999,-73.60473449999999,de la Côte St-Paul / St-Ambroise,45.4774286,-73.6001694,62.0,461.4193548387097,87.09677419354838
Place du Commerce,45.47393029999999,-73.60473449999999,Elgar / de l'Île-des-Sœurs,45.4774286,-73.6001694,62.0,627.983870967742,72.58064516129032
Léa-Roback / Sir-Georges-Etienne-Cartier,45.47393029999999,-73.60473449999999,Marché Atwater,45.4774286,-73.6001694,62.0,994.483870967742,58.06451612903226
Centre ÉPIC (St-Zotique / 40e avenue),45.47393029999999,-73.60473449999999,Métro Viau (Pierre-de-Coubertin / Viau),45.4774286,-73.6001694,62.0,656.6935483870968,100.0
Métro Rosemont (de St-Vallier / Rosemont),45.47393029999999,-73.60473449999999,Parc Père-Marquette (Chambord / Rosemont),45.4774286,-73.6001694,62.0,273.53225806451616,95.16129032258065
de la Commune / Berri,45.47393029999999,-73.60473449999999,de la Commune / Berri,45.4774286,-73.6001694,61.0,2135.5081967213114,24.59016393442623
Métro Charlevoix (Centre / Charlevoix),45.47393029999999,-73.60473449999999,Bourgeoys / Favard,45.4774286,-73.6001694,61.0,392.5409836065574,91.80327868852459
de Rouen / Fullum,45.47393029999999,-73.60473449999999,Métro Frontenac (Ontario / du Havre),45.4774286,-73.6001694,60.0,216.11666666666667,100.0
Marquette / du Mont-Royal,45.47393029999999,-73.60473449999999,Gauthier / Papineau,45.4774286,-73.6001694,60.0,358.2,100.0
Marquette / du Mont-Royal,45.47393029999999,-73.60473449999999,Marquette / Laurier,45.4774286,-73.6001694,60.0,308.78333333333336,100.0
Gilford / de Brébeuf,45.47393029999999,-73.60473449999999,Pontiac / Gilford,45.4774286,-73.6001694,60.0,170.41666666666666,95.0
de Maisonneuve / Greene,45.47393029999999,-73.60473449999999,Métro Vendôme (de Marlowe / de Maisonneuve),45.4774286,-73.6001694,60.0,572.35,86.66666666666667
Métro Vendôme (de Marlowe / de Maisonneuve),45.47393029999999,-73.60473449999999,Victoria / de Maisonneuve,45.4774286,-73.6001694,59.0,355.9830508474576,98.30508474576271
