Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member
Roy / St-Laurent,45.5290021,-73.5461994,Roy / St-Denis,45.52353,-73.55199,30.0,151.06666666666666,90.0
Bloomfield / Bernard,45.5290021,-73.5461994,St-Cyril / Wiseman,45.52353,-73.55199,30.0,680.0,86.66666666666667
Métro Charlevoix (Centre / Charlevoix),45.5290021,-73.5461994,Richardson / de Montmorency,45.52353,-73.55199,30.0,454.8333333333333,90.0
St-Mathieu / Ste-Catherine,45.5290021,-73.5461994,Mackay / René-Lévesque,45.52353,-73.55199,29.0,541.6551724137931,93.10344827586206
Marquette / du Mont-Royal,45.5290021,-73.5461994,Resther / du Mont-Royal,45.52353,-73.55199,29.0,337.6551724137931,100.0
Métro Mont-Royal (Rivard / du Mont-Royal),45.5290021,-73.5461994,Marquette / du Mont-Royal,45.52353,-73.55199,29.0,480.6896551724138,79.3103448275862
Métro Atwater (Atwater / Ste-Catherine),45.5290021,-73.5461994,Métro Vendôme (de Marlowe / de Maisonneuve),45.52353,-73.55199,29.0,817.551724137931,82.75862068965517
Parc Jeanne Mance (monument sir George-Etienne Cartier),45.5290021,-73.5461994,Parc Jeanne-Mance (du Mont-Royal / du Parc),45.52353,-73.55199,29.0,1635.4137931034484,96.55172413793103
Chabot / de Bellechasse,45.5290021,-73.5461994,Métro Beaubien (de Chateaubriand / Beaubien),45.52353,-73.55199,29.0,393.2413793103448,100.0
Young / Wellington,45.5290021,-73.5461994,Young / Wellington,45.52353,-73.55199,29.0,1382.3793103448277,68.96551724137932
de la Commune / Berri,45.5290021,-73.5461994,de la Commune / Place Jacques-Cartier,45.52353,-73.55199,28.0,1737.8214285714287,50.0
de Lanaudière / Laurier,45.5290021,-73.5461994,Métro Laurier (Rivard / Laurier),45.52353,-73.55199,28.0,288.4642857142857,96.42857142857143
Pontiac / Gilford,45.5290021,-73.5461994,de Bordeaux / Gilford,45.52353,-73.55199,28.0,417.42857142857144,92.85714285714286
Duluth / St-Laurent,45.5290021,-73.5461994,St-Hubert / Duluth,45.52353,-73.55199,28.0,228.5,92.85714285714286
Métro Préfontaine (Moreau / Hochelaga),45.5290021,-73.5461994,Ste-Catherine / Dezery,45.52353,-73.55199,28.0,320.0357142857143,96.42857142857143
Métro de l'Église (Ross / de l'Église),45.5290021,-73.5461994,de l'Église / Bannantyne,45.52353,-73.55199,28.0,266.67857142857144,100.0
Melville / de Maisonneuve,45.5290021,-73.5461994,de Maisonneuve / Greene,45.52353,-73.55199,28.0,309.42857142857144,100.0
Montcalm / Ontario,45.5290021,-73.5461994,Montcalm / de Maisonneuve,45.52353,-73.55199,28.0,225.32142857142858,100.0
de la Côte St-Paul / St-Ambroise,45.5290021,-73.5461994,Marché Atwater,45.52353,-73.55199,28.0,718.0714285714286,71.42857142857143
St-Joseph / 8e avenue Lachine,45.5290021,-73.5461994,St-Joseph / 34e avenue Lachine,45.52353,-73.55199,28.0,1130.0357142857142,53.57142857142857
Chomedey / de Maisonneuve,45.5290021,-73.5461994,Drummond / de Maisonneuve,45.52353,-73.55199,27.0,390.77777777777777,92.5925925925926
Dorion / Ontario,45.5290021,-73.5461994,Métro Frontenac (Ontario / du Havre),45.52353,-73.55199,27.0,296.0,92.5925925925926
Garnier / du Mont-Royal,45.5290021,-73.5461994,Boyer / du Mont-Royal,45.52353,-73.55199,27.0,242.5185185185185,96.29629629629629
de Brébeuf / du Mont-Royal,45.5290021,-73.5461994,Resther / du Mont-Royal,45.52353,-73.55199,27.0,184.03703703703704,100.0
Marquette / Laurier,45.5290021,-73.5461994,Laurier / de Brébeuf,45.52353,-73.55199,27.0,291.8888888888889,100.0
Métro Atwater (Atwater / Ste-Catherine),45.5290021,-73.5461994,Métro Atwater (Atwater / Ste-Catherine),45.52353,-73.55199,27.0,954.7037037037037,70.37037037037037
Jeanne-Mance / St-Viateur,45.5290021,-73.5461994,Bloomfield / Bernard,45.52353,-73.55199,27.0,285.74074074074076,96.29629629629629
Victoria / de Maisonneuve,45.5290021,-73.5461994,de Maisonneuve / Greene,45.52353,-73.55199,27.0,436.14814814814815,96.29629629629629
La Ronde,45.5290021,-73.5461994,Parc Jean-Drapeau (Chemin Macdonald),45.52353,-73.55199,27.0,1122.111111111111,33.33333333333333
Léa-Roback / Sir-Georges-Etienne-Cartier,45.5290021,-73.5461994,de la Commune / St-Sulpice,45.52353,-73.55199,27.0,1624.1851851851852,66.66666666666666
Hamilton / Jolicoeur,45.5290021,-73.5461994,Métro Monk (Allard / Beaulieu),45.52353,-73.55199,27.0,291.51851851851853,88.88888888888889
Métro Charlevoix (Centre / Charlevoix),45.5290021,-73.5461994,Bourgeoys / Favard,45.52353,-73.55199,27.0,455.1111111111111,88.88888888888889
de la Commune / St-Sulpice,45.5290021,-73.5461994,de la Commune / Place Jacques-Cartier,45.52353,-73.55199,26.0,1719.7692307692307,30.76923076923077
Mackay / René-Lévesque,45.5290021,-73.5461994,Stanley / Sherbrooke,45.52353,-73.55199,26.0,326.46153846153845,96.15384615384616
des Bassins / du Séminaire,45.5290021,-73.5461994,Marché Atwater,45.52353,-73.55199,26.0,818.3846153846154,65.38461538461539
Poupart / Ste-Catherine,45.5290021,-73.5461994,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,26.0,310.03846153846155,100.0
