Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member
Métro Mont-Royal (Rivard / du Mont-Royal),45.48020820000001,-73.57759859999999,Marquette / du Mont-Royal,45.4905646,-73.5603333,138.0,471.3840579710145,91.30434782608695
Métro Joliette  (Joliette / Hochelaga),45.48020820000001,-73.57759859999999,Valois / Ontario,45.4905646,-73.5603333,138.0,264.7173913043478,96.37681159420289
Marché Atwater,45.48020820000001,-73.57759859999999,de la Commune / Place Jacques-Cartier,45.4905646,-73.5603333,138.0,1546.0217391304348,41.30434782608695
Elgar / de l'Île-des-Sœurs,45.48020820000001,-73.57759859999999,Place du Commerce,45.4905646,-73.5603333,136.0,755.7279411764706,60.29411764705882
St-André / Ste-Catherine,45.48020820000001,-73.57759859999999,Métro Papineau (Cartier / Ste-Catherine),45.4905646,-73.5603333,135.0,384.4888888888889,95.55555555555556
des Bassins / Richmond,45.48020820000001,-73.57759859999999,de la Commune / St-Sulpice,45.4905646,-73.5603333,133.0,1121.8345864661653,48.1203007518797
de la Commune / St-Sulpice,45.48020820000001,-73.57759859999999,des Bassins / Richmond,45.4905646,-73.5603333,130.0,1051.8076923076924,53.07692307692308
Métro Joliette  (Joliette / Hochelaga),45.48020820000001,-73.57759859999999,Aylwin / Ontario,45.4905646,-73.5603333,129.0,265.7984496124031,93.02325581395348
St-Joseph / 34e avenue Lachine,45.48020820000001,-73.57759859999999,St-Joseph / 8e avenue Lachine,45.4905646,-73.5603333,129.0,997.8992248062016,52.71317829457365
Marché Atwater,45.48020820000001,-73.57759859999999,de la Côte St-Paul / St-Ambroise,45.4905646,-73.5603333,128.0,987.15625,58.59375
Marquette / du Mont-Royal,45.48020820000001,-73.57759859999999,Marquette / du Mont-Royal,45.4905646,-73.5603333,127.0,862.0,94.48818897637796
Dorion / Ontario,45.48020820000001,-73.57759859999999,Métro Papineau (Cartier / Ste-Catherine),45.4905646,-73.5603333,126.0,318.56349206349205,86.5079365079365
St-Philippe / St-Jacques,45.48020820000001,-73.57759859999999,de la Côte St-Paul / St-Ambroise,45.4905646,-73.5603333,126.0,587.9285714285714,83.33333333333334
Normand / Marguerite-d’Youville,45.48020820000001,-73.57759859999999,de la Commune / Place Jacques-Cartier,45.4905646,-73.5603333,125.0,971.984,32.0
Ann / Wellington,45.48020820000001,-73.57759859999999,Ann / Wellington,45.4905646,-73.5603333,124.0,1441.6048387096773,94.35483870967742
Marché Atwater,45.48020820000001,-73.57759859999999,Normand / Marguerite-d’Youville,45.4905646,-73.5603333,124.0,1316.758064516129,45.16129032258064
des Bassins / Richmond,45.48020820000001,-73.57759859999999,des Bassins / Richmond,45.4905646,-73.5603333,124.0,1622.5564516129032,73.38709677419355
de la Côte St-Paul / St-Ambroise,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,122.0,853.5655737704918,75.40983606557377
de la Commune / Berri,45.48020820000001,-73.57759859999999,de la Commune / Place Jacques-Cartier,45.4905646,-73.5603333,121.0,1476.9421487603306,46.28099173553719
de la Commune / Place Jacques-Cartier,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,121.0,1609.2231404958677,48.760330578512395
Métro de l'Église (Ross / de l'Église),45.48020820000001,-73.57759859999999,de l'Église / Bannantyne,45.4905646,-73.5603333,121.0,330.7190082644628,95.86776859504133
Rose-de-Lima / Workman,45.48020820000001,-73.57759859999999,Rose-de-Lima / Workman,45.4905646,-73.5603333,121.0,1000.6776859504132,97.52066115702479
de l'Église / Bannantyne,45.48020820000001,-73.57759859999999,Métro de l'Église (Ross / de l'Église),45.4905646,-73.5603333,120.0,358.0083333333333,97.5
St-Mathieu / Ste-Catherine,45.48020820000001,-73.57759859999999,Métro Atwater (Atwater / Ste-Catherine),45.4905646,-73.5603333,118.0,507.04237288135596,84.7457627118644
Émile-Duployé / Sherbrooke,45.48020820000001,-73.57759859999999,Marquette / du Mont-Royal,45.4905646,-73.5603333,118.0,290.1864406779661,96.61016949152543
Marquette / Laurier,45.48020820000001,-73.57759859999999,Métro Laurier (Rivard / Laurier),45.4905646,-73.5603333,118.0,405.1186440677966,91.52542372881356
Ryde / Charlevoix,45.48020820000001,-73.57759859999999,Métro Charlevoix (Centre / Charlevoix),45.4905646,-73.5603333,118.0,198.57627118644066,98.30508474576271
